Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling avgerages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been reomved from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
31/12/2010,17,,#DIV/0!,,,,#DIV/0!,,
25/03/2011,10,0,0.3,2,,0.3,0.3,2,
25/03/2011,11,0,0.3,2,,0.3,0.3,2,
25/03/2011,12,0,0.4,2,,0.5,0.4,2,
25/03/2011,13,0,0.4,2,,0.4,0.4,2,
25/03/2011,14,0,0.4,2,,0.4,0.4,2,
25/03/2011,15,0,0.4,2,,0.4,0.4,2,
25/03/2011,16,0,0.4,2,,0.4,0.4,2,
25/03/2011,17,0,0.4,2,,0.4,0.4,2,
25/03/2011,18,0,0.4,2,,0.4,0.4,2,
25/03/2011,19,0,0.4,2,,0.5,0.4,2,
25/03/2011,20,0,0.4,2,,0.4,0.4,2,
25/03/2011,21,0,0.4,2,,0.3,0.4,2,
25/03/2011,22,0,0.4,2,,0.4,0.4,2,
25/03/2011,23,0,0.4,2,,0.4,0.4,2,
26/03/2011,0,0,0.4,2,,0.6,0.4,2,
26/03/2011,1,0,0.5,2,,0.5,0.5,2,
26/03/2011,2,0,0.5,2,,0.5,0.5,2,
26/03/2011,3,0,0.5,2,,0.5,0.5,2,
26/03/2011,4,0,0.5,2,,0.8,0.5,2,
26/03/2011,5,0.1,0.5,2,,0.5,0.5,2,
26/03/2011,6,0,0.5,2,,0.4,0.5,2,
26/03/2011,7,0,0.5,2,,0.5,0.5,2,
26/03/2011,8,0.1,0.5,2,,0.7,0.5,2,
26/03/2011,9,0,0.5,2,,0.4,0.5,2,
26/03/2011,10,0.1,0.5,2,,0.2,0.5,2,
26/03/2011,11,0,0.5,2,,0.3,0.5,2,
26/03/2011,12,0,0.4,2,,0.3,0.4,2,
26/03/2011,13,0,0.4,2,,0.2,0.4,2,
26/03/2011,14,0,0.3,2,,0.2,0.3,2,
26/03/2011,15,0,0.3,2,,0.2,0.3,2,
26/03/2011,16,0,0.3,2,,0.3,0.3,2,
26/03/2011,17,0,0.2,2,,0.3,0.2,2,
26/03/2011,18,0,0.2,2,,0.3,0.2,2,
26/03/2011,19,0,0.3,2,,0.3,0.3,2,
26/03/2011,20,0,0.3,2,,0.3,0.3,2,
26/03/2011,21,0,0,2,,0.3,0.3,2,
26/03/2011,22,0,0,2,,0.3,0.3,2,
26/03/2011,23,0,0,2,,0.3,0.3,2,
27/03/2011,0,0,0,2,,0.3,0.3,2,
27/03/2011,1,0,0,2,,0.2,0.3,2,
27/03/2011,2,No data,0,7,,0.3,0.3,2,
27/03/2011,3,0,0,2,,0.3,0.3,2,
27/03/2011,4,0,0,2,,0.3,0.3,2,
27/03/2011,5,0,0,2,,0.3,0.3,2,
27/03/2011,6,0,0,2,,0.3,0.3,2,
27/03/2011,7,0,0,2,,0.2,0.3,2,
27/03/2011,8,0,0,2,,0.2,0.3,2,
27/03/2011,9,0,0,2,,0.2,0.3,2,
27/03/2011,10,0,0,2,,0.2,0.2,2,
27/03/2011,11,0,0,2,,0.2,0.2,2,
27/03/2011,12,0,0,2,,0.2,0.2,2,
27/03/2011,13,0,0,2,,0.2,0.2,2,
27/03/2011,14,0,0,2,,0.2,0.2,2,
27/03/2011,15,0,0,2,,0.3,0.2,2,
27/03/2011,16,0,0,2,,0.4,0.2,2,
27/03/2011,17,0,0,2,,0.4,0.3,2,
27/03/2011,18,0,0,2,,0.4,0.3,2,
27/03/2011,19,0,0,2,,0.4,0.3,2,
27/03/2011,20,0,0,2,,0.4,0.3,2,
27/03/2011,21,0,0,2,,0.3,0.3,2,
27/03/2011,22,0,0,2,,0.4,0.4,2,
27/03/2011,23,0,0,2,,0.4,0.4,2,
28/03/2011,0,0,0,2,,0.6,0.4,2,
28/03/2011,1,0,0,2,,0.9,0.5,2,
28/03/2011,2,0.1,0,2,,0.8,0.5,2,
28/03/2011,3,0.1,0,2,,1.2,0.6,2,
28/03/2011,4,0.1,0,2,,0.9,0.7,2,
28/03/2011,5,0.1,0.1,2,,0.9,0.8,2,
28/03/2011,6,0,0.1,2,,1.2,0.9,2,
28/03/2011,7,0.1,0.1,2,,1.6,1,2,
28/03/2011,8,0.2,0.1,2,,1.4,1.1,2,
28/03/2011,9,0.3,0.1,2,,0.5,1,2,
28/03/2011,10,0.2,0.2,2,,0.4,1,2,
28/03/2011,11,0,0.1,2,,0.5,0.9,2,
28/03/2011,12,0,0.1,2,,0.5,0.9,2,
28/03/2011,13,0,0.1,2,,0.4,0.8,2,
28/03/2011,14,0,0.1,2,,0.5,0.7,2,
28/03/2011,15,0,0.1,2,,0.5,0.6,2,
28/03/2011,16,0,0.1,2,,0.5,0.5,2,
28/03/2011,17,0,0,2,,0.5,0.5,2,
28/03/2011,18,0,0,2,,0.5,0.5,2,
28/03/2011,19,0,0,2,,0.4,0.5,2,
28/03/2011,20,0,0,2,,0.4,0.5,2,
28/03/2011,21,0,0,2,,0.5,0.5,2,
28/03/2011,22,0,0,2,,0.5,0.5,2,
28/03/2011,23,0,0,2,,0.5,0.5,2,
29/03/2011,0,0,0,2,,0.5,0.5,2,
29/03/2011,1,0.1,0,2,,0.3,0.5,2,
29/03/2011,2,0.1,0,2,,0.3,0.5,2,
29/03/2011,3,0,0,2,,0.3,0.4,2,
29/03/2011,4,0,0,2,,0.3,0.4,2,
29/03/2011,5,0,0,2,,0.3,0.4,2,
29/03/2011,6,0,0,2,,0.4,0.4,2,
29/03/2011,7,0,0,2,,0.7,0.4,2,
29/03/2011,8,0,0,2,,0.7,0.4,2,
29/03/2011,9,0,0,2,,0.7,0.5,2,
29/03/2011,10,0,0,2,,0.7,0.5,2,
29/03/2011,11,0.1,0,2,,0.7,0.6,2,
29/03/2011,12,0.1,0,2,,0.8,0.6,2,
29/03/2011,13,0,0,2,,0.7,0.7,2,
29/03/2011,14,0,0,2,,0.9,0.7,2,
29/03/2011,15,0,0,2,,1,0.8,2,
29/03/2011,16,0,0.1,2,,0.8,0.8,2,
29/03/2011,17,0.1,0.1,2,,0.7,0.8,2,
29/03/2011,18,0.2,0.1,2,,0.8,0.8,2,
29/03/2011,19,0.1,0.1,2,,0.7,0.8,2,
29/03/2011,20,0.1,0.1,2,,0.7,0.8,2,
29/03/2011,21,0.1,0.1,2,,0.5,0.8,2,
29/03/2011,22,0.1,0.1,2,,0.6,0.7,2,
29/03/2011,23,0,0.1,2,,0.5,0.7,2,
30/03/2011,0,0,0.1,2,,0.4,0.6,2,
30/03/2011,1,0,0.1,2,,0.3,0.6,2,
30/03/2011,2,0,0.1,2,,0.3,0.5,2,
30/03/2011,3,0,0,2,,0.3,0.4,2,
30/03/2011,4,0,0,2,,0.3,0.4,2,
30/03/2011,5,0,0,2,,0.3,0.4,2,
30/03/2011,6,0,0,2,,0.3,0.3,2,
30/03/2011,7,0,0,2,,0.5,0.3,2,
30/03/2011,8,0,0,2,,0.5,0.4,2,
30/03/2011,9,0,0,2,,0.4,0.4,2,
30/03/2011,10,0,0,2,,0.4,0.4,2,
30/03/2011,11,0,0,2,,0.4,0.4,2,
30/03/2011,12,0,0,2,,0.3,0.4,2,
30/03/2011,13,0,0,2,,0.3,0.4,2,
30/03/2011,14,0,0,2,,0.4,0.4,2,
30/03/2011,15,0,0,2,,0.4,0.4,2,
30/03/2011,16,0,0,2,,0.4,0.4,2,
30/03/2011,17,0,0,2,,0.5,0.4,2,
30/03/2011,18,0,0,2,,0.5,0.4,2,
30/03/2011,19,0,0,2,,0.5,0.4,2,
30/03/2011,20,0,0,2,,0.5,0.5,2,
30/03/2011,21,0.1,0,2,,0.5,0.5,2,
30/03/2011,22,0.1,0,2,,0.4,0.5,2,
30/03/2011,23,0,0,2,,0.3,0.5,2,
31/03/2011,0,0,0,2,,0.3,0.5,2,
31/03/2011,1,0,0,2,,0.3,0.4,2,
31/03/2011,2,0,0,2,,0.3,0.4,2,
31/03/2011,3,0,0,2,,0.3,0.4,2,
31/03/2011,4,0,0,2,,0.3,0.3,2,
31/03/2011,5,0,0,2,,0.3,0.3,2,
31/03/2011,6,0,0,2,,0.3,0.3,2,
31/03/2011,7,0,0,2,,0.3,0.3,2,
31/03/2011,8,0,0,2,,0.3,0.3,2,
31/03/2011,9,0,0,2,,0.3,0.3,2,
31/03/2011,10,0,0,2,,0.3,0.3,2,
31/03/2011,11,0,0,2,,0.3,0.3,2,
31/03/2011,12,0,0,2,,0.3,0.3,2,
31/03/2011,13,0,0,2,,0.3,0.3,2,
31/03/2011,14,0,0,2,,0.5,0.3,2,
31/03/2011,15,0,0,2,,0.4,0.3,2,
31/03/2011,16,0,0,2,,0.5,0.4,2,
31/03/2011,17,0,0,2,,0.5,0.4,2,
31/03/2011,18,0,0,2,,0.5,0.4,2,
31/03/2011,19,0,0,2,,0.4,0.4,2,
31/03/2011,20,0,0,2,,0.4,0.4,2,
31/03/2011,21,0,0,2,,0.4,0.4,2,
31/03/2011,22,0,0,2,,0.4,0.4,2,
31/03/2011,23,0,0,2,,0.3,0.4,2,
1/4/2011,0,0,0,2,,0.33,0.4,2,
1/4/2011,1,0,0,2,,0.3,0.4,2,
1/4/2011,2,0,0,2,,0.3,0.4,2,
1/4/2011,3,0,0,2,,0.3,0.4,2,
1/4/2011,4,0,0,2,,0.3,0.3,2,
1/4/2011,5,0,0,2,,0.3,0.3,2,
1/4/2011,6,0,0,2,,0.3,0.3,2,
1/4/2011,7,0,0,2,,0.4,0.3,2,
1/4/2011,8,0,0,2,,0.5,0.3,2,
1/4/2011,9,0,0,2,,0.5,0.4,2,
1/4/2011,10,0,0,2,,0.5,0.4,2,
1/4/2011,11,0,0,2,,0.5,0.4,2,
1/4/2011,12,0,0,2,,0.4,0.4,2,
1/4/2011,13,0,0,2,,0.5,0.4,2,
1/4/2011,14,0,0,2,,0.5,0.5,2,
1/4/2011,15,0,0,2,,0.5,0.5,2,
1/4/2011,16,0,0,2,,0.4,0.5,2,
1/4/2011,17,0,0,2,,0.5,0.5,2,
1/4/2011,18,0,0,2,,0.5,0.5,2,
1/4/2011,19,0,0,2,,0.5,0.5,2,
1/4/2011,20,0,0,2,,0.4,0.5,2,
1/4/2011,21,0,0,2,,0.4,0.5,2,
1/4/2011,22,0,0,2,,0.4,0.4,2,
1/4/2011,23,0,0,2,,0.4,0.4,2,
2/4/2011,0,0,0,2,,0.4,0.4,2,
2/4/2011,1,0,0,2,,0.3,0.4,2,
2/4/2011,2,0,0,2,,0.3,0.4,2,
2/4/2011,3,0,0,2,,0.3,0.4,2,
2/4/2011,4,0,0,2,,0.3,0.4,2,
2/4/2011,5,0,0,2,,0.3,0.3,2,
2/4/2011,6,0,0,2,,0.2,0.3,2,
2/4/2011,7,0,0,2,,0.2,0.3,2,
2/4/2011,8,0,0,2,,0.3,0.3,2,
2/4/2011,9,0,0,2,,0.3,0.3,2,
2/4/2011,10,0,0,2,,0.3,0.3,2,
2/4/2011,11,0,0,2,,0.3,0.3,2,
2/4/2011,12,0,0,2,,0.3,0.3,2,
2/4/2011,13,0,0,2,,0.4,0.3,2,
2/4/2011,14,0,0,2,,0.3,0.3,2,
2/4/2011,15,0,0,2,,0.3,0.3,2,
2/4/2011,16,0,0,2,,0.4,0.3,2,
2/4/2011,17,0,0,2,,0.4,0.3,2,
2/4/2011,18,0,0,2,,0.5,0.4,2,
2/4/2011,19,0,0,2,,0.6,0.4,2,
2/4/2011,20,0,0,2,,0.5,0.4,2,
2/4/2011,21,0,0,2,,0.5,0.4,2,
2/4/2011,22,0,0,2,,0.4,0.4,2,
2/4/2011,23,0,0,2,,0.4,0.5,2,
3/4/2011,0,0,0,2,,0.3,0.4,2,
3/4/2011,1,0,0,2,,0.3,0.4,2,
3/4/2011,2,0,0,2,,0.3,0.4,2,
3/4/2011,3,0,0,2,,0.3,0.4,2,
3/4/2011,4,0,0,2,,0.3,0.3,2,
3/4/2011,5,0,0,2,,0.2,0.3,2,
3/4/2011,6,0,0,2,,0.3,0.3,2,
3/4/2011,7,0,0,2,,0.3,0.3,2,
3/4/2011,8,0,0,2,,0.3,0.3,2,
3/4/2011,9,0,0,2,,0.3,0.3,2,
3/4/2011,10,0,0,2,,0.3,0.3,2,
3/4/2011,11,0,0,2,,0.3,0.3,2,
3/4/2011,12,0,0,2,,0.2,0.3,2,
3/4/2011,13,0,0,2,,0.2,0.3,2,
3/4/2011,14,0,0,2,,0.2,0.2,2,
3/4/2011,15,0,0,2,,0.2,0.2,2,
3/4/2011,16,0,0,2,,0.2,0.2,2,
3/4/2011,17,0,0,2,,0.2,0.2,2,
3/4/2011,18,0,0,2,,0.3,0.2,2,
3/4/2011,19,0,0,2,,0.3,0.2,2,
3/4/2011,20,0,0,2,,0.5,0.3,2,
3/4/2011,21,0,0,2,,0.4,0.3,2,
3/4/2011,22,0,0,2,,0.5,0.3,2,
3/4/2011,23,0,0,2,,0.3,0.3,2,
4/4/2011,0,0,0,2,,0.2,0.3,2,
4/4/2011,1,0,0,2,,0.2,0.3,2,
4/4/2011,2,0,0,2,,0.2,0.3,2,
4/4/2011,3,0,0,2,,0.2,0.3,2,
4/4/2011,4,0,0,2,,0.2,0.3,2,
4/4/2011,5,0,0,2,,0.2,0.2,2,
4/4/2011,6,0,0,2,,0.2,0.2,2,
4/4/2011,7,0,0,2,,0.3,0.2,2,
4/4/2011,8,0,0,2,,0.4,0.2,2,
4/4/2011,9,0,0,2,,0.4,0.2,2,
4/4/2011,10,0,0,2,,0.3,0.3,2,
4/4/2011,11,0,0,2,,0.3,0.3,2,
4/4/2011,12,0,0,2,,0.3,0.3,2,
4/4/2011,13,0,0,2,,0.3,0.3,2,
4/4/2011,14,0,0,2,,0.4,0.3,2,
4/4/2011,15,0,0,2,,0.5,0.4,2,
4/4/2011,16,0,0,2,,0.5,0.4,2,
4/4/2011,17,0,0,2,,0.5,0.4,2,
4/4/2011,18,0,0,2,,0.4,0.4,2,
4/4/2011,19,0,0,2,,0.4,0.4,2,
4/4/2011,20,0,0,2,,0.4,0.4,2,
4/4/2011,21,0,0,2,,0.4,0.4,2,
4/4/2011,22,0,0,2,,0.4,0.4,2,
4/4/2011,23,0,0,2,,0.3,0.4,2,
5/4/2011,0,0,0,2,,0.3,0.4,2,
5/4/2011,1,0,0,2,,0.3,0.4,2,
5/4/2011,2,0,0,2,,0.3,0.4,2,
5/4/2011,3,0,0,2,,0.3,0.3,2,
5/4/2011,4,0,0,2,,0.3,0.3,2,
5/4/2011,5,0,0,2,,0.3,0.3,2,
5/4/2011,6,0,0,2,,0.3,0.3,2,
5/4/2011,7,0,0,2,,0.4,0.3,2,
5/4/2011,8,0,0,2,,0.5,0.3,2,
5/4/2011,9,0,0,2,,0.5,0.4,2,
5/4/2011,10,0,0,2,,0.4,0.4,2,
5/4/2011,11,0,0,2,,0.4,0.4,2,
5/4/2011,12,0,0,2,,0.5,0.4,2,
5/4/2011,13,0,0,2,,0.5,0.4,2,
5/4/2011,14,0,0,2,,0.4,0.4,2,
5/4/2011,15,CAL,0,0,,0.5,0.4,2,
5/4/2011,16,CAL,0,0,,0.5,0.4,2,
5/4/2011,17,0.1,0,2,,0.5,0.4,2,
5/4/2011,18,0.1,0,2,,0.5,0.5,2,
5/4/2011,19,0.1,0,2,,0.4,0.5,2,
5/4/2011,20,0.1,0,2,,0.5,0.5,2,
5/4/2011,21,0.1,0.1,2,,0.3,0.4,2,
5/4/2011,22,0.1,0.1,2,,0.3,0.4,2,
5/4/2011,23,0,0.1,2,,0.3,0.4,2,
6/4/2011,0,0,0.1,2,,0.3,0.4,2,
6/4/2011,1,0,0.1,2,,0.3,0.4,2,
6/4/2011,2,0,0.1,2,,0.3,0.4,2,
6/4/2011,3,0,0,2,,0.4,0.3,2,
6/4/2011,4,0,0,2,,0.4,0.3,2,
6/4/2011,5,0,0,2,,0.3,0.3,2,
6/4/2011,6,0,0,2,,0.4,0.3,2,
6/4/2011,7,0,0,2,,0.4,0.4,2,
6/4/2011,8,0,0,2,,0.5,0.4,2,
6/4/2011,9,0.1,0,2,,0.4,0.4,2,
6/4/2011,10,0.1,0,2,,0.3,0.4,2,
6/4/2011,11,0.1,0,2,,0.2,0.4,2,
6/4/2011,12,0.1,0,2,,cal,cal,0,
6/4/2011,13,0.1,0,2,,cal,cal,0,
6/4/2011,14,0.1,0.1,2,,0.3,0.4,2,
6/4/2011,15,0.1,0.1,2,,0.3,0.4,2,
6/4/2011,16,0.1,0.1,2,,0.4,0.3,2,
6/4/2011,17,0.1,0.1,2,,0.5,0.3,2,
6/4/2011,18,0.1,0.1,2,,0.4,0.3,2,
6/4/2011,19,0.1,0.1,2,,0.4,0.4,2,
6/4/2011,20,0.1,0.1,2,,0.4,0.4,2,
6/4/2011,21,0.1,0.1,2,,0.4,0.4,2,
6/4/2011,22,0.1,0.1,2,,0.4,0.4,2,
6/4/2011,23,0.1,0.1,2,,0.3,0.4,2,
7/4/2011,0,0.1,0.1,2,,0.3,0.4,2,
7/4/2011,1,0,0.1,2,,0.2,0.3,2,
7/4/2011,2,0,0.1,2,,0.2,0.3,2,
7/4/2011,3,0,0.1,2,,0.2,0.3,2,
7/4/2011,4,0,0.1,2,,0.2,0.3,2,
7/4/2011,5,0,0.1,2,,0.2,0.3,2,
7/4/2011,6,0,0,2,,0.3,0.3,2,
7/4/2011,7,0,0,2,,0.4,0.3,2,
7/4/2011,8,0.1,0,2,,0.6,0.3,2,
7/4/2011,9,0.1,0,2,,0.4,0.3,2,
7/4/2011,10,0.1,0.1,2,,0.3,0.3,2,
7/4/2011,11,0.1,0.1,2,,0.3,0.4,2,
7/4/2011,12,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,13,0.1,0.1,2,,0.5,0.4,2,
7/4/2011,14,0.1,0.1,2,,0.5,0.4,2,
7/4/2011,15,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,16,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,17,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,18,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,19,0.1,0.1,2,,0.4,0.4,2,
7/4/2011,20,0.1,0.1,2,,0.5,0.4,2,
7/4/2011,21,0.1,0.1,2,,0.7,0.4,2,
7/4/2011,22,0.2,0.1,2,,0.7,0.5,2,
7/4/2011,23,0.2,0.1,2,,0.8,0.5,2,
8/4/2011,0,0.3,0.1,2,,0.6,0.5,2,
8/4/2011,1,0.2,0.2,2,,0.4,0.5,2,
8/4/2011,2,0.1,0.2,2,,0.4,0.6,2,
8/4/2011,3,0.1,0.2,2,,0.4,0.6,2,
8/4/2011,4,0.1,0.2,2,,0.4,0.6,2,
8/4/2011,5,0.1,0.2,2,,0.4,0.5,2,
8/4/2011,6,0.1,0.2,2,,0.4,0.5,2,
8/4/2011,7,0.1,0.2,2,,0.4,0.4,2,
8/4/2011,8,0.2,0.1,2,,0.6,0.4,2,
8/4/2011,9,0.2,0.1,2,,0.6,0.4,2,
8/4/2011,10,0.2,0.1,2,,0.5,0.5,2,
8/4/2011,11,0.1,0.1,2,,0.4,0.4,2,
8/4/2011,12,0.1,0.1,2,,0.5,0.5,2,
8/4/2011,13,0.1,0.1,2,,0.5,0.5,2,
8/4/2011,14,0.1,0.1,2,,0.4,0.5,2,
8/4/2011,15,0.1,0.1,2,,0.4,0.5,2,
8/4/2011,16,0.1,0.1,2,,0.5,0.5,2,
8/4/2011,17,0.1,0.1,2,,0.5,0.4,2,
8/4/2011,18,0.1,0.1,2,,0.4,0.4,2,
8/4/2011,19,0.1,0.1,2,,0.4,0.4,2,
8/4/2011,20,0.1,0.1,2,,0.4,0.4,2,
8/4/2011,21,0.1,0.1,2,,0.4,0.4,2,
8/4/2011,22,0.1,0.1,2,,0.3,0.4,2,
8/4/2011,23,0.1,0.1,2,,0.3,0.4,2,
9/4/2011,0,0.1,0.1,2,,0.3,0.4,2,
9/4/2011,1,0.1,0.1,2,,0.3,0.3,2,
9/4/2011,2,0.1,0.1,2,,0.2,0.3,2,
9/4/2011,3,0.1,0.1,2,,0.2,0.3,2,
9/4/2011,4,0.1,0.1,2,,0.2,0.3,2,
9/4/2011,5,0.1,0.1,2,,0.2,0.3,2,
9/4/2011,6,0,0.1,2,,0.2,0.3,2,
9/4/2011,7,0,0.1,2,,0.3,0.2,2,
9/4/2011,8,0.1,0.1,2,,0.3,0.2,2,
9/4/2011,9,0.1,0.1,2,,0.3,0.3,2,
9/4/2011,10,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,11,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,12,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,13,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,14,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,15,0.1,0.1,2,,0.4,0.3,2,
9/4/2011,16,0.1,0.1,2,,0.4,0.4,2,
9/4/2011,17,0.1,0.1,2,,0.4,0.4,2,
9/4/2011,18,0.1,0.1,2,,0.5,0.4,2,
9/4/2011,19,0.1,0.1,2,,0.5,0.4,2,
9/4/2011,20,0.1,0.1,2,,0.5,0.4,2,
9/4/2011,21,0.1,0.1,2,,0.5,0.4,2,
9/4/2011,22,0.1,0.1,2,,0.8,0.5,2,
9/4/2011,23,0.3,0.1,2,,0.7,0.5,2,
10/4/2011,0,0.3,0.1,2,,0.7,0.6,2,
10/4/2011,1,0.2,0.1,2,,0.7,0.6,2,
10/4/2011,2,0.2,0.2,2,,0.6,0.6,2,
10/4/2011,3,0.2,0.2,2,,0.6,0.6,2,
10/4/2011,4,0.2,0.2,2,,0.6,0.7,2,
10/4/2011,5,0.2,0.2,2,,0.6,0.7,2,
10/4/2011,6,0.1,0.2,2,,0.5,0.6,2,
10/4/2011,7,0.1,0.2,2,,0.4,0.6,2,
10/4/2011,8,0.1,0.2,2,,0.4,0.5,2,
10/4/2011,9,0.1,0.2,2,,0.4,0.5,2,
10/4/2011,10,0.1,0.2,2,,0.4,0.5,2,
10/4/2011,11,0.1,0.1,2,,0.3,0.4,2,
10/4/2011,12,0.1,0.1,2,,0.3,0.4,2,
10/4/2011,13,0.1,0.1,2,,0.3,0.4,2,
10/4/2011,14,0.1,0.1,2,,0.5,0.4,2,
10/4/2011,15,0.1,0.1,2,,0.5,0.4,2,
10/4/2011,16,0.1,0.1,2,,0.5,0.4,2,
10/4/2011,17,0.1,0.1,2,,0.5,0.4,2,
10/4/2011,18,0.1,0.1,2,,0.5,0.4,2,
10/4/2011,19,0.1,0.1,2,,0.4,0.4,2,
10/4/2011,20,0.1,0.1,2,,0.4,0.4,2,
10/4/2011,21,0.1,0.1,2,,0.4,0.5,2,
10/4/2011,22,0.1,0.1,2,,0.3,0.4,2,
10/4/2011,23,0.1,0.1,2,,0.3,0.4,2,
11/4/2011,0,0.1,0.1,2,,0.4,0.4,2,
11/4/2011,1,0,0.1,2,,0.4,0.4,2,
11/4/2011,2,0,0.1,2,,0.3,0.4,2,
11/4/2011,3,0,0.1,2,,0.3,0.3,2,
11/4/2011,4,0,0.1,2,,0.2,0.3,2,
11/4/2011,5,0,0.1,2,,0.3,0.3,2,
11/4/2011,6,0,0.1,2,,0.3,0.3,2,
11/4/2011,7,0,0,2,,0.3,0.3,2,
11/4/2011,8,0,0,2,,0.3,0.3,2,
11/4/2011,9,0.1,0,2,,0.2,0.3,2,
11/4/2011,10,0.1,0,2,,0.2,0.3,2,
11/4/2011,11,0,0,2,,0.2,0.3,2,
11/4/2011,12,0,0,2,,0.2,0.3,2,
11/4/2011,13,0.1,0,2,,0.2,0.3,2,
11/4/2011,14,0,0,2,,0.3,0.3,2,
11/4/2011,15,0.1,0.1,2,,0.2,0.3,2,
11/4/2011,16,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,17,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,18,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,19,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,20,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,21,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,22,0.1,0.1,2,,0.2,0.2,2,
11/4/2011,23,0.1,0.1,2,,0.2,0.2,2,
12/4/2011,0,0,0.1,2,,0.2,0.2,2,
12/4/2011,1,0,0.1,2,,0.1,0.2,2,
12/4/2011,2,0,0.1,2,,0.1,0.2,2,
12/4/2011,3,0,0.1,2,,0.1,0.2,2,
12/4/2011,4,0,0,2,,0.1,0.2,2,
12/4/2011,5,0,0,2,,0.1,0.1,2,
12/4/2011,6,0,0,2,,0.1,0.1,2,
12/4/2011,7,0,0,2,,0.2,0.1,2,
12/4/2011,8,0.1,0,2,,0.3,0.1,2,
12/4/2011,9,0.1,0,2,,0.2,0.2,2,
12/4/2011,10,0.1,0,2,,0.1,0.2,2,
12/4/2011,11,0.1,0,2,,0.2,0.2,2,
12/4/2011,12,0.1,0.1,2,,0.2,0.2,2,
12/4/2011,13,0,0.1,2,,0.2,0.2,2,
12/4/2011,14,0.1,0.1,2,,0.3,0.2,2,
12/4/2011,15,0.1,0.1,2,,0.3,0.2,2,
12/4/2011,16,0.1,0.1,2,,0.3,0.2,2,
12/4/2011,17,0.1,0.1,2,,0.3,0.2,2,
12/4/2011,18,0.1,0.1,2,,0.4,0.3,2,
12/4/2011,19,0.1,0.1,2,,0.4,0.3,2,
12/4/2011,20,0.1,0.1,2,,0.4,0.3,2,
12/4/2011,21,0.1,0.1,2,,0.2,0.3,2,
12/4/2011,22,0.1,0.1,2,,0.2,0.3,2,
12/4/2011,23,0.1,0.1,2,,0.2,0.3,2,
13/04/2011,0,0,0.1,2,,0.3,0.3,2,
13/04/2011,1,0,0.1,2,,0.2,0.3,2,
13/04/2011,2,0,0.1,2,,0.2,0.3,2,
13/04/2011,3,0,0.1,2,,0.1,0.2,2,
13/04/2011,4,0,0.1,2,,0.2,0.2,2,
13/04/2011,5,0,0.1,2,,0.2,0.2,2,
13/04/2011,6,0,0,2,,0.2,0.2,2,
13/04/2011,7,0,0,2,,0.2,0.2,2,
13/04/2011,8,0.1,0,2,,0.3,0.2,2,
13/04/2011,9,0.1,0,2,,0.3,0.2,2,
13/04/2011,10,0.1,0,2,,0.3,0.2,2,
13/04/2011,11,0.1,0,2,,no data,0.3,7,
13/04/2011,12,0.1,0,2,,0.2,0.3,2,
13/04/2011,13,0.1,0.1,2,,0.3,0.3,2,
13/04/2011,14,0.1,0.1,2,,0.3,0.3,2,
13/04/2011,15,0.1,0.1,2,,0.2,0.3,2,
13/04/2011,16,0.1,0.1,2,,0.2,0.3,2,
13/04/2011,17,0.1,0.1,2,,0.3,0.3,2,
13/04/2011,18,0.1,0.1,2,,0.3,0.3,2,
13/04/2011,19,0.1,0.1,2,,0.3,0.3,2,
13/04/2011,20,0.1,0.1,2,,0.4,0.3,2,
13/04/2011,21,0.1,0.1,2,,0.5,0.3,2,
13/04/2011,22,0.1,0.1,2,,0.4,0.3,2,
13/04/2011,23,0.1,0.1,2,,0.5,0.4,2,
14/04/2011,0,0.2,0.1,2,,0.6,0.4,2,
14/04/2011,1,0.2,0.1,2,,0.4,0.4,2,
14/04/2011,2,0.1,0.1,2,,0.2,0.4,2,
14/04/2011,3,0.1,0.1,2,,0.2,0.4,2,
14/04/2011,4,0.1,0.1,2,,0.4,0.4,2,
14/04/2011,5,0.1,0.1,2,,0.2,0.4,2,
14/04/2011,6,0,0.1,2,,0.2,0.3,2,
